"state","city","name","alternativeNames"
"MS","Holly Springs","Holly Springs - MS",
"MS","Horn Lake","Horn Lake - MS",
"MS","Houlka","Houlka - MS",
"MS","Houston","Houston - MS",
"MS","Inverness","Inverness - MS",
"MS","Isola","Isola - MS",
"MS","Itta Bena","Itta Bena - MS",
"MS","Iuka","Iuka - MS",
"MS","Jackson","Jackson - MS",
"MS","Jayess","Jayess - MS",
"MS","Kilmichael","Kilmichael - MS",
"MS","Kokomo","Kokomo - MS",
"MS","Kosciusko","Kosciusko - MS",
"MS","Kossuth","Kossuth - MS",
"MS","Kreole","Kreole - MS",
"MS","Lafayette","Lafayette - MS",
"MS","Lake Cormorant","Lake Cormorant - MS",
"MS","Lake","Lake - MS",
"MS","Lamar","Lamar - MS",
"MS","Lambert","Lambert - MS",
"MS","Lauderdale","Lauderdale - MS",
"MS","Laurel","Laurel - MS",
"MS","Lawrence","Lawrence - MS",
"MS","Leaf","Leaf - MS",
"MS","Leakesville","Leakesville - MS",
"MS","Learned","Learned - MS",
"MS","Lena","Lena - MS",
"MS","Lexington","Lexington - MS",
"MS","Liberty","Liberty - MS",
"MS","Little Rock","Little Rock - MS",
"MS","Long Beach","Long Beach - MS",
"MS","Lorman","Lorman - MS",
"MS","Louin","Louin - MS",
"MS","Louise","Louise - MS",
"MS","Louisville","Louisville - MS",
"MS","Lumberton","Lumberton - MS",
"MS","Lyon","Lyon - MS",
"MS","Maben","Maben - MS",
"MS","Macon","Macon - MS",
"MS","Madden","Madden - MS",
"MS","Madison","Madison - MS",
"MS","Magee","Magee - MS",
"MS","Magnolia","Magnolia - MS",
"MS","Mantachie","Mantachie - MS",
"MS","Mantee","Mantee - MS",
"MS","Marietta","Marietta - MS",
"MS","Marks","Marks - MS",
"MS","Matherville","Matherville - MS",
"MS","Mathiston","Mathiston - MS",
"MS","Mayersville","Mayersville - MS",
"MS","Mc Call Creek","Mc Call Creek - MS",
"MS","Mc Carley","Mc Carley - MS",
"MS","Mc Comb","Mc Comb - MS",
"MS","Mc Cool","Mc Cool - MS",
"MS","Mc Henry","Mc Henry - MS",
"MS","Meadville","Meadville - MS",
"MS","Mendenhall","Mendenhall - MS",
"MS","Meridian","Meridian - MS",
"MS","Merigold","Merigold - MS",
"MS","Michigan City","Michigan City - MS",
"MS","Minter City","Minter City - MS",
"MS","Mize","Mize - MS",
"MS","Monticello","Monticello - MS",
"MS","Mooreville","Mooreville - MS",
"MS","Moorhead","Moorhead - MS",
"MS","Morton","Morton - MS",
"MS","Moselle","Moselle - MS",
"MS","Mound Bayou","Mound Bayou - MS",
"MS","Mount Olive","Mount Olive - MS",
"MS","Myrtle","Myrtle - MS",
"MS","Natchez","Natchez - MS",
"MS","Neely","Neely - MS",
"MS","Nesbit","Nesbit - MS",
"MS","Nettleton","Nettleton - MS",
"MS","New Albany","New Albany - MS",
"MS","New Augusta","New Augusta - MS",
"MS","New Site","New Site - MS",
"MS","Newhebron","Newhebron - MS",
"MS","Newton","Newton - MS",
"MS","North Bay","North Bay - MS",
"MS","Noxapater","Noxapater - MS",
"MS","Oak Vale","Oak Vale - MS",
"MS","Oakland","Oakland - MS",
"MS","Ocean Springs","Ocean Springs - MS",
"MS","Olive Branch","Olive Branch - MS",
"MS","Osyka","Osyka - MS",
"MS","Ovett","Ovett - MS",
"MS","Pachuta","Pachuta - MS",
"MS","Pascagoula","Pascagoula - MS",
"MS","Pass Christian","Pass Christian - MS",
"MS","Pattison","Pattison - MS",
"MS","Paulding","Paulding - MS",
"MS","Pearl","Pearl - MS",
"MS","Pelahatchie","Pelahatchie - MS",
"MS","Percy","Percy - MS",
"MS","Perkinston","Perkinston - MS",
"MS","Petal","Petal - MS",
"MS","Pheba","Pheba - MS",
"MS","Philadelphia","Philadelphia - MS",
"MS","Philipp","Philipp - MS",
"MS","Picayune","Picayune - MS",
"MS","Pickens","Pickens - MS",
"MS","Pinola","Pinola - MS",
"MS","Pittsboro","Pittsboro - MS",
"MS","Plantersville","Plantersville - MS",
"MS","Pleasant Grove","Pleasant Grove - MS",
"MS","Pontotoc","Pontotoc - MS",
"MS","Pope","Pope - MS",
"MS","Poplarville","Poplarville - MS",
"MS","Port Gibson","Port Gibson - MS",
"MS","Porterville","Porterville - MS",
"MS","Potts Camp","Potts Camp - MS",
"MS","Prairie","Prairie - MS",
"MS","Prentiss","Prentiss - MS",
"MS","Preston","Preston - MS",
"MS","Pulaski","Pulaski - MS",
"MS","Purvis","Purvis - MS",
"MS","Quitman","Quitman - MS",
"MS","Raleigh","Raleigh - MS",
"MS","Red Banks","Red Banks - MS",
"MS","Redwood","Redwood - MS",
"MS","Richland","Richland - MS",
"MS","Richton","Richton - MS",
"MS","Ridgeland","Ridgeland - MS",
"MS","Rienzi","Rienzi - MS",
"MS","Ripley","Ripley - MS",
"MS","Robinsonville","Robinsonville - MS",
"MS","Rolling Fork","Rolling Fork - MS",
"MS","Rose Hill","Rose Hill - MS",
"MS","Rosedale","Rosedale - MS",
"MS","Roxie","Roxie - MS",
"MS","Ruleville","Ruleville - MS",
"MS","Ruth","Ruth - MS",
"MS","Sallis","Sallis - MS",
"MS","Saltillo","Saltillo - MS",
"MS","Sandy Hook","Sandy Hook - MS",
"MS","Sardis","Sardis - MS",
"MS","Sarepta","Sarepta - MS",
"MS","Satartia","Satartia - MS",
"MS","Saucier","Saucier - MS",
"MS","Savage","Savage - MS",
"MS","Schlater","Schlater - MS",
"MS","Scobey","Scobey - MS",
"MS","Scooba","Scooba - MS",
"MS","Seminary","Seminary - MS",
"MS","Senatobia","Senatobia - MS",
"MS","Sessums","Sessums - MS",
"MS","Shannon","Shannon - MS",
"MS","Shaw","Shaw - MS",
"MS","Shelby","Shelby - MS",
"MS","Shuqualak","Shuqualak - MS",
"MS","Sidon","Sidon - MS",
"MS","Silver City","Silver City - MS",
"MS","Silver Creek","Silver Creek - MS",
"MS","Sledge","Sledge - MS",
"MS","Smithdale","Smithdale - MS",
"MS","Smithville","Smithville - MS",
"MS","Sontag","Sontag - MS",
"MS","Soso","Soso - MS",
"MS","Southaven","Southaven - MS",
"MS","State Line","State Line - MS",
"MS","Steens","Steens - MS",
"MS","Stewart","Stewart - MS",
"MS","Stonewall","Stonewall - MS",
"MS","Stovall","Stovall - MS",
"MS","Stringer","Stringer - MS",
"MS","Sturgis","Sturgis - MS",
"MS","Summit","Summit - MS",
"MS","Sumrall","Sumrall - MS",
"MS","Sunflower","Sunflower - MS",
"MS","Taylor","Taylor - MS",
"MS","Taylorsville","Taylorsville - MS",
"MS","Tchula","Tchula - MS",
"MS","Terry","Terry - MS",
"MS","Thaxton","Thaxton - MS",
"MS","Tillatoba","Tillatoba - MS",
"MS","Tiplersville","Tiplersville - MS",
"MS","Tishomingo","Tishomingo - MS",
"MS","Tomnolen","Tomnolen - MS",
"MS","Toomsuba","Toomsuba - MS",
"MS","Tremont","Tremont - MS",
"MS","Tunica","Tunica - MS",
"MS","Tupelo","Tupelo - MS",
"MS","Tutwiler","Tutwiler - MS",
"MS","Tylertown","Tylertown - MS",
"MS","Union Church","Union Church - MS",
"MS","Union","Union - MS",
"MS","University","University - MS",
"MS","Utica","Utica - MS",
"MS","Vaiden","Vaiden - MS",
"MS","Valley Park","Valley Park - MS",
"MS","Vance","Vance - MS",
"MS","Vardaman","Vardaman - MS",
"MS","Vicksburg","Vicksburg - MS",
"MS","Vossburg","Vossburg - MS",
"MS","Walls","Walls - MS",
"MS","Walnut Grove","Walnut Grove - MS",
"MS","Walnut","Walnut - MS",
"MS","Water Valley","Water Valley - MS",
"MS","Waterford","Waterford - MS",
"MS","Waveland","Waveland - MS",
"MS","Waynesboro","Waynesboro - MS",
"MS","Wayside","Wayside - MS",
"MS","Weir","Weir - MS",
"MS","Wesson","Wesson - MS",
"MS","West Point","West Point - MS",
"MS","West","West - MS",
"MS","Wiggins","Wiggins - MS",
"MS","Winona","Winona - MS",
"MS","Woodland","Woodland - MS",
"MS","Woodville","Woodville - MS",
"MS","Yazoo City","Yazoo City - MS",
"MT","59080","59080 - MT",
"MT","Absarokee","Absarokee - MT",
"MT","Acton","Acton - MT",
"MT","Alberton","Alberton - MT",
"MT","Alzada","Alzada - MT",
"MT","Anaconda","Anaconda - MT",
"MT","Angela","Angela - MT",
"MT","Antelope","Antelope - MT",
"MT","Arlee","Arlee - MT",
"MT","Ashland","Ashland - MT",
"MT","Augusta","Augusta - MT",
"MT","Babb","Babb - MT",
"MT","Bainville","Bainville - MT",
"MT","Baker","Baker - MT",
"MT","Ballantine","Ballantine - MT",
"MT","Bearcreek","Bearcreek - MT",
"MT","Belfry","Belfry - MT",
"MT","Belgrade","Belgrade - MT",
"MT","Belle Creek","Belle Creek - MT",
"MT","Belt","Belt - MT",
"MT","Biddle","Biddle - MT",
"MT","Big Arm","Big Arm - MT",
"MT","Big Sandy","Big Sandy - MT",
"MT","Big Timber","Big Timber - MT",
"MT","Bighorn","Bighorn - MT",
"MT","Billings Heights","Billings Heights - MT",
"MT","Billings","Billings - MT",
"MT","Birney","Birney - MT",
"MT","Black Eagle","Black Eagle - MT",
"MT","Bloomfield","Bloomfield - MT",
"MT","Bonner","Bonner - MT",
"MT","Boulder","Boulder - MT",
"MT","Box Elder","Box Elder - MT",
"MT","Boyes","Boyes - MT",
"MT","Bozeman","Bozeman - MT",
"MT","Brady","Brady - MT",
"MT","Bridger","Bridger - MT",
"MT","Broadview","Broadview - MT",
"MT","Brockton","Brockton - MT",
"MT","Brockway","Brockway - MT",
"MT","Brusett","Brusett - MT",
"MT","Buffalo","Buffalo - MT",
"MT","Busby","Busby - MT",
"MT","Butte","Butte - MT",
"MT","Bynum","Bynum - MT",
"MT","Cameron","Cameron - MT",
"MT","Canyon Creek","Canyon Creek - MT",
"MT","Capitol","Capitol - MT",
"MT","Cardwell","Cardwell - MT",
"MT","Carter","Carter - MT",
"MT","Cascade","Cascade - MT",
"MT","Cat Creek","Cat Creek - MT",
"MT","Chester","Chester - MT",
"MT","Chinook","Chinook - MT",
"MT","Choteau","Choteau - MT",
"MT","Circle","Circle - MT",
"MT","Clinton","Clinton - MT",
"MT","Coffee Creek","Coffee Creek - MT",
"MT","Cohagen","Cohagen - MT",
"MT","Columbia Falls","Columbia Falls - MT",
"MT","Columbus","Columbus - MT",
"MT","Condon","Condon - MT",
"MT","Conner","Conner - MT",
"MT","Conrad","Conrad - MT",
"MT","Corvallis","Corvallis - MT",
"MT","Crow Agency","Crow Agency - MT",
"MT","Culbertson","Culbertson - MT",
"MT","Custer","Custer - MT",
"MT","Cut Bank","Cut Bank - MT",
"MT","Dagmar","Dagmar - MT",
"MT","Darby","Darby - MT",
"MT","Dayton","Dayton - MT",
"MT","Decker","Decker - MT",
"MT","Deer Lodge","Deer Lodge - MT",
"MT","Dell","Dell - MT",
"MT","Denton","Denton - MT",
"MT","Dillon","Dillon - MT",
"MT","Divide","Divide - MT",
"MT","Dixon","Dixon - MT",
"MT","Dodson","Dodson - MT",
"MT","Drummond","Drummond - MT",
"MT","Dutton","Dutton - MT",
"MT","East Glacier Par","East Glacier Par - MT",
"MT","East Helena","East Helena - MT",
"MT","Ekalaka","Ekalaka - MT",
"MT","Elmo","Elmo - MT",
"MT","Emigrant","Emigrant - MT",
"MT","Ennis","Ennis - MT",
"MT","Essex","Essex - MT",
"MT","Eureka","Eureka - MT",
"MT","Evergreen","Evergreen - MT",
"MT","Fairfield","Fairfield - MT",
"MT","Fairview","Fairview - MT",
"MT","Fallon","Fallon - MT",
"MT","Fishtail","Fishtail - MT",
"MT","Flaxville","Flaxville - MT",
"MT","Florence","Florence - MT",
"MT","Floweree","Floweree - MT",
"MT","Forestgrove","Forestgrove - MT",
"MT","Forsyth","Forsyth - MT",
"MT","Fort Benton","Fort Benton - MT",
"MT","Fort Peck","Fort Peck - MT",
"MT","Fort Shaw","Fort Shaw - MT",
"MT","Frenchtown","Frenchtown - MT",
"MT","Froid","Froid - MT",
"MT","Fromberg","Fromberg - MT",
"MT","Galata","Galata - MT",
"MT","Gallatin Gateway","Gallatin Gateway - MT",
"MT","Gardiner","Gardiner - MT",
"MT","Garrison","Garrison - MT",
"MT","Garryowen","Garryowen - MT",
"MT","Geraldine","Geraldine - MT",
"MT","Geyser","Geyser - MT",
"MT","Gildford","Gildford - MT",
"MT","Glasgow","Glasgow - MT",
"MT","Glendive","Glendive - MT",
"MT","Gold Creek","Gold Creek - MT",
"MT","Grass Range","Grass Range - MT",
"MT","Great Falls","Great Falls - MT",
"MT","Greenough","Greenough - MT",
"MT","Greycliff","Greycliff - MT",
"MT","Hall","Hall - MT",
"MT","Hamilton","Hamilton - MT",
"MT","Hammond","Hammond - MT",
"MT","Hardin","Hardin - MT",
"MT","Harlem","Harlem - MT",
"MT","Harrison","Harrison - MT",
"MT","Havre","Havre - MT",
"MT","Hays","Hays - MT",
"MT","Heart Butte","Heart Butte - MT",
"MT","Helena","Helena - MT",
"MT","Helmville","Helmville - MT",
"MT","Heron","Heron - MT",
"MT","Highwood","Highwood - MT",
"MT","Hilger","Hilger - MT",
"MT","Hingham","Hingham - MT",
"MT","Hinsdale","Hinsdale - MT",
"MT","Hogeland","Hogeland - MT",
"MT","Homestead","Homestead - MT",
"MT","Hot Springs","Hot Springs - MT",
"MT","Huntley","Huntley - MT",
"MT","Huson","Huson - MT",
"MT","Hysham","Hysham - MT",
"MT","Ingomar","Ingomar - MT",
"MT","Inverness","Inverness - MT",
"MT","Ismay","Ismay - MT",
"MT","Jackson","Jackson - MT",
"MT","Joplin","Joplin - MT",
"MT","Jordan","Jordan - MT",
"MT","Judith Gap","Judith Gap - MT",
"MT","Kevin","Kevin - MT",
"MT","Kila","Kila - MT",
"MT","Kinsey","Kinsey - MT",
"MT","Kremlin","Kremlin - MT",
"MT","Lakeside","Lakeside - MT",
"MT","Lambert","Lambert - MT",
"MT","Lame Deer","Lame Deer - MT",
"MT","Larslan","Larslan - MT",
"MT","Laurel","Laurel - MT",
"MT","Lavina","Lavina - MT",
"MT","Ledger","Ledger - MT",
"MT","Lewistown","Lewistown - MT",
"MT","Libby","Libby - MT",
"MT","Lima","Lima - MT",
"MT","Lincoln","Lincoln - MT",
"MT","Lindsay","Lindsay - MT",
"MT","Livingston","Livingston - MT",
"MT","Lloyd","Lloyd - MT",
"MT","Lodge Grass","Lodge Grass - MT",
"MT","Lolo","Lolo - MT",
"MT","Loma","Loma - MT",
"MT","Lonepine","Lonepine - MT",
"MT","Loring","Loring - MT",
"MT","Lustre","Lustre - MT",
"MT","Luther","Luther - MT",
"MT","Malta","Malta - MT",
"MT","Manhattan","Manhattan - MT",
"MT","Marion","Marion - MT",
"MT","Martinsdale","Martinsdale - MT",
"MT","Mc Leod","Mc Leod - MT",
"MT","Medicine Lake","Medicine Lake - MT",
"MT","Melville","Melville - MT",
"MT","Mildred","Mildred - MT",
"MT","Miles City","Miles City - MT",
"MT","Missoula","Missoula - MT",
"MT","Moccasin","Moccasin - MT",
"MT","Moiese","Moiese - MT",
"MT","Molt","Molt - MT",
"MT","Monarch","Monarch - MT",
"MT","Montana City","Montana City - MT",
"MT","Moore","Moore - MT",
"MT","Mosby","Mosby - MT",
"MT","Musselshell","Musselshell - MT",
"MT","Nashua","Nashua - MT",
"MT","Neihart","Neihart - MT",
"MT","Niarada","Niarada - MT",
"MT","Norris","Norris - MT",
"MT","Noxon","Noxon - MT",
"MT","Nye","Nye - MT",
"MT","Olive","Olive - MT",
"MT","Opheim","Opheim - MT",
"MT","Otter","Otter - MT",
"MT","Outlook","Outlook - MT",
"MT","Ovando","Ovando - MT",
"MT","Park City","Park City - MT",
"MT","Peerless","Peerless - MT",
"MT","Pendroy","Pendroy - MT",
"MT","Philipsburg","Philipsburg - MT",
"MT","Plains","Plains - MT",
"MT","Plentywood","Plentywood - MT",
"MT","Plevna","Plevna - MT",
"MT","Polebridge","Polebridge - MT",
"MT","Polson","Polson - MT",
"MT","Pompeys Pillar","Pompeys Pillar - MT",
"MT","Pony","Pony - MT",
"MT","Poplar","Poplar - MT",
"MT","Powderville","Powderville - MT",
"MT","Power","Power - MT",
"MT","Pray","Pray - MT",
"MT","Proctor","Proctor - MT",
"MT","Radersburg","Radersburg - MT",
"MT","Ramsay","Ramsay - MT",
"MT","Rapelje","Rapelje - MT",
"MT","Raymond","Raymond - MT",
"MT","Raynesford","Raynesford - MT",
"MT","Red Lodge","Red Lodge - MT",
"MT","Redstone","Redstone - MT",
"MT","Reedpoint","Reedpoint - MT",
"MT","Reserve","Reserve - MT",
"MT","Rexford","Rexford - MT",
"MT","Richey","Richey - MT",
"MT","Richland","Richland - MT",
"MT","Ringling","Ringling - MT",
"MT","Roberts","Roberts - MT",
"MT","Rollins","Rollins - MT",
"MT","Ronan","Ronan - MT",
"MT","Roscoe","Roscoe - MT",
"MT","Rosebud","Rosebud - MT",
"MT","Roundup","Roundup - MT",
"MT","Roy","Roy - MT",
"MT","Rudyard","Rudyard - MT",
"MT","Ryegate","Ryegate - MT",
"MT","Saco","Saco - MT",
"MT","Saint Ignatius","Saint Ignatius - MT",
"MT","Saint Mary","Saint Mary - MT",
"MT","Saint Regis","Saint Regis - MT",
"MT","Saint Xavier","Saint Xavier - MT",
"MT","Sand Coulee","Sand Coulee - MT",
"MT","Sand Springs","Sand Springs - MT",
"MT","Savage","Savage - MT",
"MT","Scobey","Scobey - MT",
"MT","Seeley Lake","Seeley Lake - MT",
"MT","Shawmut","Shawmut - MT",
"MT","Shelby","Shelby - MT",
"MT","Shepherd","Shepherd - MT",
"MT","Sheridan","Sheridan - MT",
"MT","Sidney","Sidney - MT",
"MT","Silesia","Silesia - MT",
"MT","Silver Star","Silver Star - MT",
"MT","Somers","Somers - MT",
"MT","Stanford","Stanford - MT",
"MT","Stevensville","Stevensville - MT",
"MT","Stockett","Stockett - MT",
"MT","Sula","Sula - MT",
"MT","Sun River","Sun River - MT",
"MT","Sunburst","Sunburst - MT",
"MT","Superior","Superior - MT",
"MT","Swan Lake","Swan Lake - MT",
"MT","Sweetgrass","Sweetgrass - MT",
"MT","Terry","Terry - MT",
"MT","Thompson Falls","Thompson Falls - MT",
"MT","Three Forks","Three Forks - MT",
"MT","Toston","Toston - MT",
"MT","Townsend","Townsend - MT",
"MT","Trout Creek","Trout Creek - MT",
"MT","Troy","Troy - MT",
"MT","Turner","Turner - MT",
"MT","Twin Bridges","Twin Bridges - MT",
"MT","Twodot","Twodot - MT",
"MT","Utica","Utica - MT",
"MT","Valier","Valier - MT",
"MT","Vaughn","Vaughn - MT",
"MT","Victor","Victor - MT",
"MT","Vida","Vida - MT",
"MT","Virginia City","Virginia City - MT",
"MT","Volborg","Volborg - MT",
"MT","Walkerville","Walkerville - MT",
"MT","Warmsprings","Warmsprings - MT",
"MT","West Yellowstone","West Yellowstone - MT",
"MT","Westby","Westby - MT",
"MT","White Sulphur Sp","White Sulphur Sp - MT",
"MT","Whitefish","Whitefish - MT",
"MT","Whitehall","Whitehall - MT",
"MT","Whitetail","Whitetail - MT",
"MT","Whitewater","Whitewater - MT",
"MT","Whitlash","Whitlash - MT",
"MT","Wibaux","Wibaux - MT",
"MT","Willard","Willard - MT",
"MT","Wilsall","Wilsall - MT",
"MT","Winifred","Winifred - MT",
"MT","Winnett","Winnett - MT",
"MT","Winston","Winston - MT",
"MT","Wisdom","Wisdom - MT",
"MT","Wise River","Wise River - MT",
"MT","Wolf Creek","Wolf Creek - MT",
"MT","Wolf Point","Wolf Point - MT",
"MT","Worden","Worden - MT",
"MT","Wyola","Wyola - MT",
"MT","Zortman","Zortman - MT",
"NC","Aberdeen","Aberdeen - NC",
"NC","Advance","Advance - NC",
"NC","Ahoskie","Ahoskie - NC",
"NC","Albemarle","Albemarle - NC",
"NC","Albertson","Albertson - NC",
"NC","Alexander Mills","Alexander Mills - NC",
"NC","Alexander","Alexander - NC",
"NC","Alexis","Alexis - NC",
"NC","Almond","Almond - NC",
"NC","Andrews","Andrews - NC",
"NC","Angier","Angier - NC",
"NC","Apex","Apex - NC",
"NC","Aquone","Aquone - NC",
"NC","Arapahoe","Arapahoe - NC",
"NC","Ararat","Ararat - NC",
"NC","Archdale","Archdale - NC",
"NC","Arden","Arden - NC",
"NC","Ash","Ash - NC",
"NC","Asheville","Asheville - NC",
"NC","Atkinson","Atkinson - NC",
"NC","Atlantic","Atlantic - NC",
"NC","Aulander","Aulander - NC",
"NC","Aurora","Aurora - NC",
"NC","Autryville","Autryville - NC",
"NC","Ayden","Ayden - NC",
"NC","Aydlett","Aydlett - NC",
"NC","Bahama","Bahama - NC",
"NC","Bailey","Bailey - NC",
"NC","Bakersville","Bakersville - NC",
"NC","Balsam Grove","Balsam Grove - NC",
"NC","Banner Elk","Banner Elk - NC",
"NC","Barco","Barco - NC",
"NC","Barnardsville","Barnardsville - NC",
"NC","Bath","Bath - NC",
"NC","Battleboro","Battleboro - NC",
"NC","Bayboro","Bayboro - NC",
"NC","Bear Creek","Bear Creek - NC",
"NC","Beaufort","Beaufort - NC",
"NC","Belews Creek","Belews Creek - NC",
"NC","Belhaven","Belhaven - NC",
"NC","Belmont","Belmont - NC",
"NC","Belvidere","Belvidere - NC",
"NC","Bennett","Bennett - NC",
"NC","Benson","Benson - NC",
"NC","Bessemer City","Bessemer City - NC",
"NC","Bethel","Bethel - NC",
"NC","Beulaville","Beulaville - NC",
"NC","Biscoe","Biscoe - NC",
"NC","Black Mountain S","Black Mountain S - NC",
"NC","Bladenboro","Bladenboro - NC",
"NC","Blanch","Blanch - NC",
"NC","Blounts Creek","Blounts Creek - NC",
"NC","Blowing Rock","Blowing Rock - NC",
"NC","Boger City","Boger City - NC",
"NC","Boiling Spring L","Boiling Spring L - NC",
"NC","Bolivia","Bolivia - NC",
"NC","Bolton","Bolton - NC",
"NC","Bonnie Doone","Bonnie Doone - NC",
"NC","Boomer","Boomer - NC",
"NC","Boone","Boone - NC",
"NC","Boonville","Boonville - NC",
"NC","Bostic","Bostic - NC",
"NC","Bowdens","Bowdens - NC",
"NC","Brasstown","Brasstown - NC",
"NC","Brevard","Brevard - NC",
"NC","Broadway","Broadway - NC",
"NC","Browns Summit","Browns Summit - NC",
"NC","Bryson City","Bryson City - NC",
"NC","Bullock","Bullock - NC",
"NC","Bunnlevel","Bunnlevel - NC",
"NC","Burgaw","Burgaw - NC",
"NC","Burlington","Burlington - NC",
"NC","Burnsville","Burnsville - NC",
"NC","Butner","Butner - NC",
"NC","Calabash","Calabash - NC",
"NC","Camden","Camden - NC",
"NC","Camp Lejeune","Camp Lejeune - NC",
"NC","Candler","Candler - NC",
"NC","Candor","Candor - NC",
"NC","Canton","Canton - NC",
"NC","Cape Fear","Cape Fear - NC",
"NC","Carolina Beach","Carolina Beach - NC",
"NC","Carrboro","Carrboro - NC",
"NC","Carthage","Carthage - NC",
"NC","Cary","Cary - NC",
"NC","Casar","Casar - NC",
"NC","Cashiers","Cashiers - NC",
"NC","Castalia","Castalia - NC",
"NC","Castle Hayne","Castle Hayne - NC",
"NC","Catawba","Catawba - NC",
"NC","Cedar Grove","Cedar Grove - NC",
"NC","Cedar Island","Cedar Island - NC",
"NC","Cerro Gordo","Cerro Gordo - NC",
"NC","Chadbourn","Chadbourn - NC",
"NC","Chapel Hill","Chapel Hill - NC",
"NC","Charlotte","Charlotte - NC",
"NC","Cherokee","Cherokee - NC",
"NC","Cherryville","Cherryville - NC",
"NC","China Grove","China Grove - NC",
"NC","Chinquapin","Chinquapin - NC",
"NC","Chocowinity","Chocowinity - NC",
"NC","Claremont","Claremont - NC",
"NC","Clarendon","Clarendon - NC",
"NC","Clarkton","Clarkton - NC",
"NC","Clayton","Clayton - NC",
"NC","Clemmons","Clemmons - NC",
"NC","Cleveland","Cleveland - NC",
"NC","Climax","Climax - NC",
"NC","Clinton","Clinton - NC",
"NC","Clyde","Clyde - NC",
"NC","Coats","Coats - NC",
"NC","Cofield","Cofield - NC",
"NC","Coinjock","Coinjock - NC",
"NC","Colerain","Colerain - NC",
"NC","Coleridge","Coleridge - NC",
"NC","Colfax","Colfax - NC",
"NC","Collettsville","Collettsville - NC",
"NC","Colon","Colon - NC",
"NC","Columbia","Columbia - NC",
"NC","Columbus","Columbus - NC",
"NC","Como","Como - NC",
"NC","Concord","Concord - NC",
"NC","Connellys Spring","Connellys Spring - NC",
"NC","Conover","Conover - NC",
"NC","Conway","Conway - NC",
"NC","Corapeake","Corapeake - NC",
"NC","Cornelius","Cornelius - NC",
"NC","Corolla","Corolla - NC",
"NC","Council","Council - NC",
"NC","Cove City","Cove City - NC",
"NC","Cramerton","Cramerton - NC",
"NC","Creedmoor","Creedmoor - NC",
"NC","Creston","Creston - NC",
"NC","Creswell","Creswell - NC",
"NC","Crisp","Crisp - NC",
"NC","Crouse","Crouse - NC",
"NC","Crumpler","Crumpler - NC",
"NC","Cullowhee","Cullowhee - NC",
"NC","Currie","Currie - NC",
"NC","Currituck","Currituck - NC",
"NC","Dallas","Dallas - NC",
"NC","Danbury","Danbury - NC",
"NC","Deep Gap","Deep Gap - NC",
"NC","Deep Run","Deep Run - NC",
"NC","Delco","Delco - NC",
"NC","Denton","Denton - NC",
"NC","Denver","Denver - NC",
"NC","Dobson","Dobson - NC",
"NC","Dover","Dover - NC",
"NC","Dudley","Dudley - NC",
"NC","Dunn","Dunn - NC",
"NC","Durants Neck","Durants Neck - NC",
"NC","Durham","Durham - NC",
"NC","Eagle Springs","Eagle Springs - NC",
"NC","East Bend","East Bend - NC",
"NC","East Fayettevill","East Fayettevill - NC",
"NC","East Flat Rock","East Flat Rock - NC",
"NC","East Lake","East Lake - NC",
"NC","Eden","Eden - NC",
"NC","Edenton","Edenton - NC",
"NC","Edward","Edward - NC",
"NC","Efland","Efland - NC",
"NC","Elizabeth City","Elizabeth City - NC",
"NC","Elizabethtown","Elizabethtown - NC",
"NC","Elk Park","Elk Park - NC",
"NC","Elkin","Elkin - NC",
"NC","Ellenboro","Ellenboro - NC",
"NC","Ellerbe","Ellerbe - NC",
"NC","Elm City","Elm City - NC",
"NC","Elon College","Elon College - NC",
"NC","Emerald Isle","Emerald Isle - NC",
"NC","Enfield","Enfield - NC",
"NC","Ennice","Ennice - NC",
"NC","Ernul","Ernul - NC",
"NC","Erwin","Erwin - NC",
"NC","Etowah","Etowah - NC",
"NC","Eure","Eure - NC",
"NC","Eureka","Eureka - NC",
"NC","Evergreen","Evergreen - NC",
"NC","Fair Bluff","Fair Bluff - NC",
"NC","Fairfield","Fairfield - NC",
"NC","Fairview","Fairview - NC",
"NC","Faison","Faison - NC",
"NC","Farmer","Farmer - NC",
"NC","Farmville","Farmville - NC",
"NC","Fayetteville","Fayetteville - NC",
"NC","Ferguson","Ferguson - NC",
"NC","Flat Rock","Flat Rock - NC",
"NC","Fleetwood","Fleetwood - NC",
"NC","Fletcher","Fletcher - NC",
"NC","Fontana Dam","Fontana Dam - NC",
"NC","Fort Bragg","Fort Bragg - NC",
"NC","Fountain","Fountain - NC",
"NC","Four Oaks","Four Oaks - NC",
"NC","Frank","Frank - NC",
"NC","Franklin","Franklin - NC",
"NC","Franklinton","Franklinton - NC",
"NC","Franklinville","Franklinville - NC",
"NC","Fuquay Varina","Fuquay Varina - NC",
"NC","Garland","Garland - NC",
"NC","Garner","Garner - NC",
"NC","Garysburg","Garysburg - NC",
"NC","Gaston","Gaston - NC",
"NC","Gastonia","Gastonia - NC",
"NC","Gates","Gates - NC",
"NC","Gatesville","Gatesville - NC",
"NC","George","George - NC",
"NC","Germanton","Germanton - NC",
"NC","Gerton","Gerton - NC",
"NC","Gibson","Gibson - NC",
"NC","Gibsonville","Gibsonville - NC",
"NC","Glade Valley","Glade Valley - NC",
"NC","Glen Raven","Glen Raven - NC",
"NC","Glenville","Glenville - NC",
